id,category,info,last_updated
7516,Offers,₹2000 off for 6-month stays,2025-02-02
7517,Availability,8 Private rooms available in Kharadi,2025-01-11
7518,Locations,"PGs available in Talwade, Pimple Saudagar",2025-01-07
7519,Locations,"PGs available in Kharadi, Hinjawadi, Baner, Pimple Saudagar, Talwade",2025-02-02
7520,Locations,"PGs available in Talwade, Kharadi",2025-02-02
7521,Pricing,Executive room in Hinjawadi: ₹19969/month,2025-01-19
7522,Pricing,Shared room in Talwade: ₹19273/month,2025-01-20
7523,Pricing,Shared room in Baner: ₹11899/month,2025-02-02
7524,Availability,9 Private rooms available in Pimple Saudagar,2025-01-28
7525,Offers,10% discount for new customers,2025-01-04
7526,Offers,₹2000 off for 6-month stays,2025-01-08
7527,Pricing,Private room in Pimple Saudagar: ₹12915/month,2025-01-26
7528,Offers,10% discount for new customers,2025-01-27
7529,Locations,"PGs available in Talwade, Baner, Kharadi, Pimple Saudagar, Hinjawadi",2025-01-23
7530,Offers,Free first-week meals,2025-01-28
7531,Locations,"PGs available in Talwade, Pimple Saudagar, Hinjawadi, Kharadi, Baner",2025-01-27
7532,Pricing,Shared room in Pimple Saudagar: ₹9903/month,2025-02-01
7533,Locations,"PGs available in Kharadi, Baner, Hinjawadi, Talwade, Pimple Saudagar",2025-01-25
7534,Offers,10% discount for new customers,2025-01-04
7535,Locations,"PGs available in Hinjawadi, Baner, Talwade, Pimple Saudagar",2025-01-20
7536,Offers,10% discount for new customers,2025-01-22
7537,Locations,"PGs available in Kharadi, Baner",2025-01-15
7538,Pricing,Shared room in Hinjawadi: ₹12217/month,2025-01-14
7539,Locations,"PGs available in Baner, Kharadi, Hinjawadi, Talwade",2025-01-16
7540,Locations,"PGs available in Hinjawadi, Talwade, Kharadi, Pimple Saudagar",2025-01-26
7541,Locations,"PGs available in Pimple Saudagar, Hinjawadi, Talwade, Kharadi",2025-01-04
7542,Offers,10% discount for new customers,2025-01-13
7543,Offers,Free first-week meals,2025-01-11
7544,Offers,Free first-week meals,2025-01-16
7545,Locations,"PGs available in Hinjawadi, Kharadi, Pimple Saudagar, Baner",2025-01-15
7546,Pricing,Shared room in Talwade: ₹19995/month,2025-01-21
7547,Offers,Free first-week meals,2025-01-22
7548,Locations,"PGs available in Hinjawadi, Talwade",2025-01-24
7549,Pricing,Private room in Talwade: ₹13763/month,2025-01-12
7550,Pricing,Shared room in Hinjawadi: ₹14837/month,2025-01-17
7551,Locations,"PGs available in Pimple Saudagar, Kharadi",2025-01-04
7552,Locations,"PGs available in Hinjawadi, Pimple Saudagar, Kharadi, Baner, Talwade",2025-01-07
7553,Offers,10% discount for new customers,2025-01-26
7554,Pricing,Executive room in Baner: ₹15923/month,2025-01-29
7555,Offers,₹2000 off for 6-month stays,2025-01-27
7556,Locations,"PGs available in Kharadi, Hinjawadi, Baner",2025-01-20
7557,Pricing,Private room in Pimple Saudagar: ₹8410/month,2025-01-22
7558,Availability,6 Private rooms available in Talwade,2025-01-28
7559,Availability,3 Shared rooms available in Talwade,2025-01-27
7560,Pricing,Private room in Talwade: ₹16359/month,2025-01-14
7561,Offers,10% discount for new customers,2025-01-31
7562,Locations,"PGs available in Kharadi, Pimple Saudagar, Talwade, Baner, Hinjawadi",2025-01-14
7563,Offers,10% discount for new customers,2025-01-24
7564,Offers,₹2000 off for 6-month stays,2025-02-03
7565,Offers,10% discount for new customers,2025-01-10
7566,Locations,"PGs available in Kharadi, Hinjawadi, Baner, Pimple Saudagar",2025-02-02
7567,Availability,7 Private rooms available in Kharadi,2025-01-29
7568,Availability,7 Executive rooms available in Pimple Saudagar,2025-01-09
7569,Availability,4 Executive rooms available in Pimple Saudagar,2025-01-24
7570,Offers,10% discount for new customers,2025-01-06
7571,Availability,3 Executive rooms available in Pimple Saudagar,2025-01-19
7572,Offers,₹2000 off for 6-month stays,2025-01-08
7573,Availability,7 Executive rooms available in Talwade,2025-02-03
7574,Offers,Free first-week meals,2025-01-04
7575,Offers,Free first-week meals,2025-01-27
7576,Pricing,Shared room in Talwade: ₹18983/month,2025-01-10
7577,Pricing,Private room in Talwade: ₹10402/month,2025-01-06
7578,Pricing,Shared room in Pimple Saudagar: ₹10604/month,2025-01-10
7579,Locations,"PGs available in Baner, Hinjawadi, Talwade",2025-01-05
7580,Availability,4 Private rooms available in Kharadi,2025-01-17
7581,Locations,"PGs available in Talwade, Baner",2025-01-08
7582,Offers,Free first-week meals,2025-01-30
7583,Offers,Free first-week meals,2025-01-04
7584,Pricing,Executive room in Baner: ₹17770/month,2025-01-21
7585,Locations,"PGs available in Hinjawadi, Talwade",2025-01-19
7586,Availability,1 Shared rooms available in Baner,2025-01-10
7587,Pricing,Executive room in Pimple Saudagar: ₹16074/month,2025-01-29
7588,Availability,6 Shared rooms available in Hinjawadi,2025-01-11
7589,Locations,"PGs available in Kharadi, Hinjawadi, Baner, Talwade, Pimple Saudagar",2025-01-19
7590,Offers,Free first-week meals,2025-01-06
7591,Locations,"PGs available in Talwade, Baner",2025-01-21
7592,Availability,6 Private rooms available in Kharadi,2025-01-18
7593,Locations,"PGs available in Pimple Saudagar, Hinjawadi",2025-01-16
7594,Pricing,Executive room in Baner: ₹20000/month,2025-01-06
7595,Availability,3 Shared rooms available in Baner,2025-01-27
7596,Pricing,Executive room in Pimple Saudagar: ₹15643/month,2025-01-22
7597,Offers,10% discount for new customers,2025-01-25
7598,Availability,1 Shared rooms available in Baner,2025-01-15
7599,Availability,2 Private rooms available in Kharadi,2025-01-27
7600,Pricing,Executive room in Talwade: ₹13901/month,2025-01-08
7601,Availability,2 Executive rooms available in Pimple Saudagar,2025-01-10
7602,Availability,10 Private rooms available in Pimple Saudagar,2025-02-02
7603,Availability,2 Executive rooms available in Kharadi,2025-01-10
7604,Pricing,Private room in Kharadi: ₹8317/month,2025-01-17
7605,Offers,₹2000 off for 6-month stays,2025-01-04
7606,Offers,10% discount for new customers,2025-01-17
7607,Offers,Free first-week meals,2025-01-15
7608,Availability,9 Private rooms available in Hinjawadi,2025-01-27
7609,Availability,5 Executive rooms available in Hinjawadi,2025-01-05
7610,Availability,3 Private rooms available in Talwade,2025-01-13
7611,Offers,₹2000 off for 6-month stays,2025-01-11
7612,Locations,"PGs available in Talwade, Kharadi, Hinjawadi, Baner",2025-01-20
7613,Locations,"PGs available in Baner, Kharadi, Pimple Saudagar, Talwade",2025-01-11
7614,Offers,₹2000 off for 6-month stays,2025-01-15
7615,Locations,"PGs available in Hinjawadi, Talwade",2025-02-03
7616,Offers,10% discount for new customers,2025-01-24
7617,Offers,10% discount for new customers,2025-01-20
7618,Pricing,Shared room in Pimple Saudagar: ₹10582/month,2025-01-19
7619,Locations,"PGs available in Hinjawadi, Talwade, Kharadi",2025-02-02
7620,Availability,5 Executive rooms available in Hinjawadi,2025-01-28
7621,Locations,"PGs available in Kharadi, Pimple Saudagar",2025-01-29
7622,Locations,"PGs available in Talwade, Hinjawadi, Baner",2025-01-09
7623,Pricing,Executive room in Hinjawadi: ₹12195/month,2025-01-07
7624,Locations,"PGs available in Baner, Talwade, Pimple Saudagar",2025-01-26
7625,Locations,"PGs available in Kharadi, Pimple Saudagar, Talwade, Baner, Hinjawadi",2025-01-20
7626,Pricing,Private room in Hinjawadi: ₹18723/month,2025-01-11
7627,Offers,₹2000 off for 6-month stays,2025-01-12
7628,Offers,₹2000 off for 6-month stays,2025-01-19
7629,Locations,"PGs available in Talwade, Kharadi, Pimple Saudagar, Baner",2025-01-04
7630,Availability,1 Executive rooms available in Pimple Saudagar,2025-01-08
7631,Pricing,Executive room in Hinjawadi: ₹16963/month,2025-01-08
7632,Pricing,Executive room in Baner: ₹14255/month,2025-01-31
7633,Offers,Free first-week meals,2025-01-11
7634,Pricing,Executive room in Pimple Saudagar: ₹18325/month,2025-02-01
7635,Offers,Free first-week meals,2025-01-10
7636,Offers,10% discount for new customers,2025-01-21
7637,Pricing,Private room in Hinjawadi: ₹10544/month,2025-01-29
7638,Availability,9 Private rooms available in Hinjawadi,2025-01-05
7639,Locations,"PGs available in Pimple Saudagar, Kharadi",2025-01-19
7640,Availability,4 Private rooms available in Baner,2025-02-03
7641,Locations,"PGs available in Baner, Talwade, Hinjawadi",2025-01-16
7642,Offers,10% discount for new customers,2025-01-21
7643,Offers,₹2000 off for 6-month stays,2025-01-08
7644,Offers,10% discount for new customers,2025-01-31
7645,Offers,10% discount for new customers,2025-02-03
7646,Locations,"PGs available in Talwade, Baner",2025-01-25
7647,Pricing,Shared room in Baner: ₹10952/month,2025-01-31
7648,Offers,10% discount for new customers,2025-01-14
7649,Locations,"PGs available in Kharadi, Pimple Saudagar, Talwade",2025-01-12
7650,Availability,4 Private rooms available in Baner,2025-01-27
7651,Offers,Free first-week meals,2025-01-11
7652,Pricing,Private room in Pimple Saudagar: ₹12714/month,2025-01-28
7653,Offers,10% discount for new customers,2025-01-11
7654,Locations,"PGs available in Kharadi, Talwade, Pimple Saudagar, Hinjawadi, Baner",2025-01-14
7655,Availability,7 Private rooms available in Baner,2025-01-11
7656,Pricing,Shared room in Baner: ₹18342/month,2025-01-08
7657,Availability,5 Shared rooms available in Hinjawadi,2025-01-06
7658,Locations,"PGs available in Talwade, Pimple Saudagar",2025-01-20
7659,Offers,Free first-week meals,2025-01-05
7660,Pricing,Executive room in Kharadi: ₹17161/month,2025-01-11
7661,Availability,9 Shared rooms available in Pimple Saudagar,2025-01-10
7662,Availability,4 Private rooms available in Hinjawadi,2025-01-10
7663,Availability,2 Executive rooms available in Hinjawadi,2025-01-14
7664,Availability,5 Shared rooms available in Baner,2025-01-12
7665,Offers,Free first-week meals,2025-01-15
7666,Locations,"PGs available in Pimple Saudagar, Talwade, Baner, Kharadi, Hinjawadi",2025-01-28
7667,Pricing,Executive room in Kharadi: ₹15436/month,2025-01-14
7668,Offers,₹2000 off for 6-month stays,2025-01-12
7669,Offers,₹2000 off for 6-month stays,2025-01-11
7670,Locations,"PGs available in Baner, Pimple Saudagar",2025-01-28
7671,Offers,₹2000 off for 6-month stays,2025-01-19
7672,Availability,3 Private rooms available in Talwade,2025-01-07
7673,Pricing,Executive room in Pimple Saudagar: ₹18232/month,2025-01-18
7674,Availability,5 Shared rooms available in Kharadi,2025-01-22
7675,Locations,"PGs available in Hinjawadi, Baner, Kharadi, Pimple Saudagar, Talwade",2025-01-26
7676,Offers,Free first-week meals,2025-01-26
7677,Locations,"PGs available in Baner, Pimple Saudagar, Hinjawadi, Kharadi",2025-01-04
7678,Pricing,Private room in Talwade: ₹19175/month,2025-02-02
7679,Offers,10% discount for new customers,2025-02-03
7680,Locations,"PGs available in Talwade, Baner",2025-02-02
7681,Locations,"PGs available in Pimple Saudagar, Hinjawadi, Kharadi, Talwade",2025-01-24
7682,Locations,"PGs available in Pimple Saudagar, Hinjawadi, Talwade, Kharadi",2025-01-20
7683,Locations,"PGs available in Talwade, Hinjawadi, Baner, Pimple Saudagar",2025-01-26
7684,Offers,10% discount for new customers,2025-01-28
7685,Availability,3 Shared rooms available in Talwade,2025-01-11
7686,Availability,9 Private rooms available in Talwade,2025-02-03
7687,Pricing,Executive room in Hinjawadi: ₹19724/month,2025-01-27
7688,Offers,10% discount for new customers,2025-01-11
7689,Locations,"PGs available in Pimple Saudagar, Kharadi",2025-01-26
7690,Pricing,Executive room in Pimple Saudagar: ₹9053/month,2025-01-17
7691,Pricing,Executive room in Talwade: ₹15726/month,2025-02-01
7692,Offers,10% discount for new customers,2025-01-19
7693,Pricing,Private room in Pimple Saudagar: ₹8241/month,2025-01-11
7694,Availability,4 Private rooms available in Talwade,2025-02-03
7695,Availability,4 Executive rooms available in Kharadi,2025-01-18
7696,Offers,Free first-week meals,2025-01-15
7697,Offers,Free first-week meals,2025-01-27
7698,Pricing,Executive room in Pimple Saudagar: ₹15173/month,2025-01-23
7699,Pricing,Private room in Talwade: ₹9916/month,2025-01-28
7700,Offers,₹2000 off for 6-month stays,2025-01-04
7701,Locations,"PGs available in Baner, Hinjawadi, Talwade, Pimple Saudagar",2025-01-22
7702,Pricing,Shared room in Kharadi: ₹11777/month,2025-01-05
7703,Locations,"PGs available in Hinjawadi, Talwade, Kharadi, Pimple Saudagar, Baner",2025-01-07
7704,Offers,₹2000 off for 6-month stays,2025-01-28
7705,Locations,"PGs available in Hinjawadi, Baner, Kharadi, Pimple Saudagar",2025-02-02
7706,Pricing,Private room in Talwade: ₹8595/month,2025-01-17
7707,Pricing,Executive room in Talwade: ₹16770/month,2025-01-30
7708,Availability,4 Executive rooms available in Talwade,2025-01-25
7709,Pricing,Shared room in Baner: ₹10823/month,2025-01-27
7710,Locations,"PGs available in Hinjawadi, Kharadi, Talwade",2025-01-13
7711,Pricing,Shared room in Talwade: ₹15317/month,2025-01-17
7712,Locations,"PGs available in Kharadi, Baner",2025-01-30
7713,Locations,"PGs available in Pimple Saudagar, Kharadi, Talwade, Hinjawadi",2025-01-17
7714,Offers,₹2000 off for 6-month stays,2025-01-19
7715,Availability,5 Shared rooms available in Baner,2025-01-28
7716,Locations,"PGs available in Kharadi, Hinjawadi, Baner, Pimple Saudagar, Talwade",2025-01-30
7717,Offers,Free first-week meals,2025-01-09
7718,Availability,4 Private rooms available in Kharadi,2025-01-21
7719,Locations,"PGs available in Talwade, Pimple Saudagar, Baner",2025-01-07
7720,Pricing,Private room in Hinjawadi: ₹17070/month,2025-01-25
7721,Locations,"PGs available in Talwade, Baner, Hinjawadi",2025-01-29
7722,Availability,4 Shared rooms available in Hinjawadi,2025-01-22
7723,Pricing,Shared room in Kharadi: ₹10210/month,2025-01-19
7724,Availability,9 Private rooms available in Baner,2025-01-09
7725,Pricing,Executive room in Pimple Saudagar: ₹12286/month,2025-01-22
7726,Pricing,Private room in Talwade: ₹12214/month,2025-01-14
7727,Locations,"PGs available in Pimple Saudagar, Kharadi, Hinjawadi, Baner, Talwade",2025-01-28
7728,Locations,"PGs available in Baner, Pimple Saudagar, Hinjawadi, Talwade",2025-01-18
7729,Locations,"PGs available in Kharadi, Talwade, Pimple Saudagar, Baner",2025-01-15
7730,Offers,10% discount for new customers,2025-01-07
7731,Offers,₹2000 off for 6-month stays,2025-01-25
7732,Pricing,Private room in Kharadi: ₹9575/month,2025-01-16
7733,Locations,"PGs available in Baner, Hinjawadi, Talwade, Kharadi",2025-01-14
7734,Offers,₹2000 off for 6-month stays,2025-01-30
7735,Pricing,Executive room in Hinjawadi: ₹13432/month,2025-01-06
7736,Locations,"PGs available in Hinjawadi, Talwade, Kharadi",2025-02-02
7737,Pricing,Executive room in Talwade: ₹17607/month,2025-01-16
7738,Pricing,Private room in Pimple Saudagar: ₹12801/month,2025-01-08
7739,Offers,10% discount for new customers,2025-01-14
7740,Locations,"PGs available in Baner, Kharadi, Pimple Saudagar, Talwade",2025-01-14
7741,Pricing,Executive room in Kharadi: ₹18871/month,2025-01-06
7742,Availability,10 Executive rooms available in Pimple Saudagar,2025-01-06
7743,Locations,"PGs available in Talwade, Hinjawadi, Kharadi, Baner",2025-01-22
7744,Availability,9 Executive rooms available in Pimple Saudagar,2025-01-24
7745,Pricing,Private room in Talwade: ₹8885/month,2025-01-12
7746,Availability,9 Executive rooms available in Talwade,2025-01-04
7747,Availability,4 Shared rooms available in Kharadi,2025-02-02
7748,Pricing,Shared room in Kharadi: ₹10088/month,2025-01-21
7749,Locations,"PGs available in Kharadi, Pimple Saudagar, Baner, Talwade",2025-01-19
7750,Locations,"PGs available in Pimple Saudagar, Baner",2025-01-29
7751,Offers,Free first-week meals,2025-01-30
7752,Availability,2 Shared rooms available in Kharadi,2025-01-17
7753,Offers,₹2000 off for 6-month stays,2025-01-10
7754,Pricing,Private room in Baner: ₹18634/month,2025-01-18
7755,Pricing,Executive room in Talwade: ₹18002/month,2025-01-09
7756,Pricing,Private room in Pimple Saudagar: ₹19830/month,2025-01-14
7757,Availability,9 Executive rooms available in Hinjawadi,2025-01-10
7758,Offers,Free first-week meals,2025-01-17
7759,Availability,7 Executive rooms available in Pimple Saudagar,2025-01-11
7760,Locations,"PGs available in Talwade, Hinjawadi, Baner, Pimple Saudagar",2025-01-08
7761,Availability,9 Private rooms available in Kharadi,2025-01-23
7762,Pricing,Executive room in Kharadi: ₹11461/month,2025-01-04
7763,Offers,₹2000 off for 6-month stays,2025-01-31
7764,Offers,Free first-week meals,2025-01-30
7765,Availability,7 Executive rooms available in Kharadi,2025-01-22
7766,Pricing,Executive room in Pimple Saudagar: ₹18948/month,2025-01-14
7767,Locations,"PGs available in Talwade, Kharadi",2025-01-28
7768,Offers,₹2000 off for 6-month stays,2025-01-28
7769,Availability,10 Shared rooms available in Baner,2025-01-09
7770,Offers,10% discount for new customers,2025-01-06
