id,question,answer
9122,What is the rent for a executive room in Hinjawadi?,The rent for a executive room in Hinjawadi starts at ₹15516/month.
9123,What is the rent for a private room in Talwade?,The rent for a private room in Pimple Saudagar starts at ₹19052/month.
9124,What is the rent for a private room in Kharadi?,The rent for a private room in Hinjawadi starts at ₹12655/month.
9125,What is the rent for a private room in Pimple Saudagar?,The rent for a private room in Baner starts at ₹10493/month.
9126,What is the rent for a executive room in Baner?,The rent for a private room in Baner starts at ₹11140/month.
9127,What is the rent for a private room in Talwade?,The rent for a shared room in Baner starts at ₹17908/month.
9128,What is the rent for a private room in Pimple Saudagar?,The rent for a executive room in Hinjawadi starts at ₹15750/month.
9129,What is the rent for a private room in Kharadi?,The rent for a shared room in Baner starts at ₹18240/month.
9130,What is the rent for a private room in Kharadi?,The rent for a private room in Baner starts at ₹13002/month.
9131,What is the rent for a shared room in Talwade?,The rent for a shared room in Kharadi starts at ₹9658/month.
9132,What is the rent for a shared room in Talwade?,The rent for a shared room in Talwade starts at ₹18641/month.
9133,What is the rent for a shared room in Kharadi?,The rent for a shared room in Baner starts at ₹12505/month.
9134,What is the rent for a executive room in Hinjawadi?,The rent for a shared room in Pimple Saudagar starts at ₹16126/month.
9135,What is the rent for a private room in Kharadi?,The rent for a shared room in Pimple Saudagar starts at ₹15713/month.
9136,What is the rent for a private room in Hinjawadi?,The rent for a private room in Talwade starts at ₹17039/month.
9137,What is the rent for a executive room in Baner?,The rent for a private room in Baner starts at ₹9567/month.
9138,What is the rent for a executive room in Baner?,The rent for a private room in Hinjawadi starts at ₹16172/month.
9139,What is the rent for a shared room in Baner?,The rent for a private room in Pimple Saudagar starts at ₹16872/month.
9140,What is the rent for a private room in Kharadi?,The rent for a shared room in Kharadi starts at ₹8247/month.
9141,What is the rent for a shared room in Hinjawadi?,The rent for a executive room in Baner starts at ₹18485/month.
9142,What is the rent for a private room in Baner?,The rent for a private room in Kharadi starts at ₹18283/month.
9143,What is the rent for a executive room in Talwade?,The rent for a executive room in Pimple Saudagar starts at ₹16322/month.
9144,What is the rent for a executive room in Hinjawadi?,The rent for a executive room in Kharadi starts at ₹11423/month.
9145,What is the rent for a private room in Baner?,The rent for a shared room in Kharadi starts at ₹9638/month.
9146,What is the rent for a executive room in Kharadi?,The rent for a shared room in Talwade starts at ₹15862/month.
9147,What is the rent for a executive room in Hinjawadi?,The rent for a executive room in Pimple Saudagar starts at ₹14916/month.
9148,What is the rent for a executive room in Kharadi?,The rent for a executive room in Talwade starts at ₹16927/month.
9149,What is the rent for a executive room in Baner?,The rent for a executive room in Talwade starts at ₹12746/month.
9150,What is the rent for a shared room in Pimple Saudagar?,The rent for a executive room in Hinjawadi starts at ₹17690/month.
9151,What is the rent for a private room in Talwade?,The rent for a executive room in Talwade starts at ₹8489/month.
9152,What is the rent for a private room in Pimple Saudagar?,The rent for a shared room in Baner starts at ₹10420/month.
9153,What is the rent for a executive room in Talwade?,The rent for a shared room in Kharadi starts at ₹8100/month.
9154,What is the rent for a shared room in Talwade?,The rent for a private room in Pimple Saudagar starts at ₹8625/month.
9155,What is the rent for a executive room in Baner?,The rent for a executive room in Hinjawadi starts at ₹8907/month.
9156,What is the rent for a shared room in Pimple Saudagar?,The rent for a executive room in Talwade starts at ₹13446/month.
9157,What is the rent for a executive room in Kharadi?,The rent for a private room in Baner starts at ₹12270/month.
9158,What is the rent for a private room in Talwade?,The rent for a private room in Pimple Saudagar starts at ₹17569/month.
9159,What is the rent for a shared room in Baner?,The rent for a shared room in Pimple Saudagar starts at ₹11840/month.
9160,What is the rent for a private room in Pimple Saudagar?,The rent for a executive room in Pimple Saudagar starts at ₹15009/month.
9161,What is the rent for a private room in Pimple Saudagar?,The rent for a executive room in Baner starts at ₹14500/month.
9162,What is the rent for a private room in Hinjawadi?,The rent for a shared room in Hinjawadi starts at ₹12920/month.
9163,What is the rent for a executive room in Hinjawadi?,The rent for a executive room in Talwade starts at ₹17866/month.
9164,What is the rent for a private room in Kharadi?,The rent for a executive room in Kharadi starts at ₹14564/month.
9165,What is the rent for a private room in Talwade?,The rent for a executive room in Baner starts at ₹16750/month.
9166,What is the rent for a executive room in Baner?,The rent for a private room in Baner starts at ₹8249/month.
9167,What is the rent for a shared room in Baner?,The rent for a private room in Talwade starts at ₹15344/month.
9168,What is the rent for a shared room in Kharadi?,The rent for a executive room in Hinjawadi starts at ₹17079/month.
9169,What is the rent for a shared room in Pimple Saudagar?,The rent for a shared room in Baner starts at ₹14180/month.
9170,What is the rent for a executive room in Pimple Saudagar?,The rent for a executive room in Hinjawadi starts at ₹18622/month.
9171,What is the rent for a executive room in Hinjawadi?,The rent for a private room in Talwade starts at ₹16878/month.
9172,What is the rent for a private room in Pimple Saudagar?,The rent for a executive room in Pimple Saudagar starts at ₹17696/month.
9173,What is the rent for a executive room in Kharadi?,The rent for a executive room in Kharadi starts at ₹15334/month.
9174,What is the rent for a private room in Pimple Saudagar?,The rent for a shared room in Talwade starts at ₹8861/month.
9175,What is the rent for a private room in Kharadi?,The rent for a private room in Baner starts at ₹11443/month.
9176,What is the rent for a private room in Kharadi?,The rent for a executive room in Hinjawadi starts at ₹17340/month.
9177,What is the rent for a shared room in Kharadi?,The rent for a private room in Hinjawadi starts at ₹10875/month.
9178,What is the rent for a private room in Pimple Saudagar?,The rent for a private room in Pimple Saudagar starts at ₹14864/month.
9179,What is the rent for a executive room in Kharadi?,The rent for a executive room in Kharadi starts at ₹16598/month.
9180,What is the rent for a shared room in Talwade?,The rent for a executive room in Baner starts at ₹18119/month.
9181,What is the rent for a executive room in Hinjawadi?,The rent for a shared room in Talwade starts at ₹8974/month.
9182,What is the rent for a shared room in Kharadi?,The rent for a private room in Kharadi starts at ₹15558/month.
9183,What is the rent for a private room in Talwade?,The rent for a private room in Pimple Saudagar starts at ₹11000/month.
9184,What is the rent for a shared room in Talwade?,The rent for a private room in Hinjawadi starts at ₹9398/month.
9185,What is the rent for a shared room in Talwade?,The rent for a private room in Kharadi starts at ₹9191/month.
9186,What is the rent for a executive room in Talwade?,The rent for a executive room in Kharadi starts at ₹15176/month.
9187,What is the rent for a shared room in Kharadi?,The rent for a shared room in Hinjawadi starts at ₹12636/month.
9188,What is the rent for a executive room in Pimple Saudagar?,The rent for a private room in Pimple Saudagar starts at ₹11886/month.
9189,What is the rent for a private room in Baner?,The rent for a shared room in Kharadi starts at ₹9801/month.
9190,What is the rent for a shared room in Talwade?,The rent for a executive room in Baner starts at ₹9450/month.
9191,What is the rent for a private room in Kharadi?,The rent for a shared room in Baner starts at ₹13785/month.
9192,What is the rent for a executive room in Talwade?,The rent for a shared room in Talwade starts at ₹18434/month.
9193,What is the rent for a private room in Kharadi?,The rent for a executive room in Talwade starts at ₹18843/month.
9194,What is the rent for a executive room in Baner?,The rent for a shared room in Hinjawadi starts at ₹18638/month.
9195,What is the rent for a executive room in Pimple Saudagar?,The rent for a shared room in Talwade starts at ₹19573/month.
9196,What is the rent for a shared room in Hinjawadi?,The rent for a executive room in Hinjawadi starts at ₹13175/month.
9197,What is the rent for a executive room in Pimple Saudagar?,The rent for a shared room in Pimple Saudagar starts at ₹8015/month.
